xo,xa,xb,lon,lat,roll,Psc,Psn,Pbc,Pbn,Rsc,Rsn,Rbc,Rbn,crls,crlb,e1,sh,h0,h1,Q1
77749.0,77250.0,78249.0,-56.64297797465537,75.37250550835059,0.0,-81.46849115535443,-81.90712532886542,-159.2479068951729,-157.72120310030516,-10.714849400926001,-2.28428290700369,-20.48323456008997,-3.6147930164556614,0.9499943405973632,0.9889533622250521,5.03310338791916,0.09070643601025648,486.46002752747177,1333.1505298532243,-26.663010597064485
77999.0,77500.0,78499.0,-56.64450439970096,75.37325727883713,0.0,-81.43839861521462,-82.19155088756064,-159.33794511734163,-158.31356453606094,-10.674582161786443,-2.5534464171992823,-21.407734802304716,-5.033625585728063,0.9594712154655046,0.9932904087801734,4.911918380360043,0.08763164156923083,487.0302033735123,1319.7677576376195,-26.395355152752387
78249.0,77750.0,78749.0,-56.64602945346402,75.37400844633146,0.0,-80.39277364986614,-81.70033321242835,-158.80913340342633,-158.81946353059809,-9.590508241085509,-2.004555309038311,-20.60255911689604,-5.905680647878469,0.9001161454946949,0.9990388456805542,6.021018836471568,0.08455684712820517,489.1908697374657,1305.6770805944902,-26.113541611889804
78499.0,78000.0,78999.0,-56.647553563551874,75.3747589442448,0.0,-80.00550995206913,-80.14960479431116,-158.98541884184104,-160.59698284889046,-9.156039708475971,-0.38301963870232025,-19.65764870755859,-11.226383482258438,0.815630576408903,0.9690671185051182,7.424861302425698,0.0922438332307693,491.8566918948525,1288.4092592659897,-25.768185185319794
78749.0,78250.0,79249.0,-56.64907717014542,75.3755087116987,0.0,-77.4965772564876,-79.39064504620642,-159.139396529277,-156.73272030983955,-6.597873584677365,0.4497902517280318,-16.412169246092663,-12.943996874806132,0.8450837500182798,0.9620342252469737,14.083819967197062,0.0799446554666667,494.6525541574923,1256.7614188417426,-25.135228376834853
78999.0,78500.0,79499.0,-56.65060050912336,75.37625772647428,0.0,-77.18036868204436,-82.35877527243727,-158.4164292203886,-153.13553349845648,-6.224940059718527,-2.433252548729415,-21.423909969726562,-1.2230090538988962,0.9013483204386253,0.9702146961524903,11.911408774067583,0.05995849159999997,497.8935537034428,1224.6023138199348,-24.492046276398696
79249.0,78750.0,79749.0,-56.65212361829038,75.37700599616872,0.0,-77.45560767288069,-84.23063634879117,-158.72990826955927,-147.33297810669546,-6.44893830804585,-4.228252511319818,-24.804596928583315,2.619651905366953,0.9860080952438713,0.9823773489504961,10.106578540600417,0.05227150549743587,500.8394622413421,1192.4881551363253,-23.849763102726506
79499.0,79000.0,79999.0,-56.65364641795894,75.37775353260649,0.0,-77.91364746887625,-83.3101662045894,-151.75275080202954,-149.09511157294784,-6.866910014611616,-3.247680232973339,-19.036734395326313,-1.3379630828079727,0.9818107351907932,0.9621795813429205,9.57170854150135,0.05995849159999997,503.1551764230809,1159.2053916580257,-23.184107833160517
79749.0,79250.0,80249.0,-56.655168706156196,75.37850037513999,0.0,-77.8670671109987,-81.61377169645814,-149.43275159356824,-149.6495087767807,-6.785603802589217,-1.4991969436248131,-15.910696649163285,-4.790521862645792,0.9351156741331734,0.9945207271225799,11.03419919333307,0.06918287492307691,505.17079805426727,1137.4401273577687,-22.748802547155375
79999.0,79500.0,80499.0,-56.656690174226654,75.37924658503097,0.0,-79.58257413369881,-82.16142900149211,-148.63551041489825,-149.49540369685525,-8.47963830021812,-2.0146454610519817,-18.205845101452947,-5.581238808323732,0.9375854515779778,0.9945003282884348,7.140189094433083,0.07533246380512822,506.4211836815601,1121.5881156841651,-22.431762313683304
80249.0,79750.0,80749.0,-56.65821056792657,75.37999220313404,0.0,-81.26564979540383,-82.03039622997812,-147.53411764156823,-148.4188301403863,-10.154225492807253,-1.8708799858641556,-18.634621760921146,-5.805539663540776,0.9426806968285175,0.991931586771498,5.483816528399561,0.08763164156923083,506.91633638997166,1105.1602290517137,-22.103204581034277
80499.0,80000.0,80999.0,-56.65972971070325,75.38073725497644,0.0,-82.13646803094491,-84.27522961073649,-147.17157535088506,-145.8639615996374,-11.01741975486381,-4.10427740639574,-20.502292351164108,-4.173029742831852,0.9602179980243931,0.9971958738018619,4.224205769326651,0.07840725824615387,507.3614736732906,1087.6199205474527,-21.752398410949052
80749.0,80250.0,81249.0,-56.6612477120478,75.3814817373508,0.0,-83.1626188215324,-84.02547963509431,-146.55987093135917,-142.86717495254652,-12.04888092090085,-3.86249299392788,-20.77152835453206,-2.0951500396994436,0.9318001460064358,0.9621793247381383,3.815935823275371,0.08763164156923083,507.05137803771936,1071.0993320924044,-21.42198664184809
80999.0,80500.0,81499.0,-56.662764954635364,75.38222562923534,0.0,-84.71384004143107,-83.25286360939744,-144.40698426032282,-144.301084900233,-13.608073796418857,-3.1018344516600145,-19.392233972193086,-4.841654379245902,0.9397030180880597,0.9844991597249894,3.411721833958506,0.10300561377435909,506.58623458436256,1055.4636246717719,-21.109272493435437
81249.0,80750.0,81749.0,-56.66428181855652,75.38296889838294,0.0,-85.06122657850372,-82.48469309555914,-143.19294385790738,-143.90406001878333,-13.958719675726613,-2.3385529511743606,-18.646092023548814,-5.353229214980111,0.9537908338508683,0.975429318667936,3.4775289087641976,0.11069259987692322,506.3961759690124,1039.743642866902,-20.794872857338042
81499.0,81000.0,81999.0,-56.665798655922096,75.38371153673756,0.0,-83.43550476532272,-82.56375176813069,-140.57926260587948,-140.43712027447356,-12.331453811132869,-2.415295546626819,-16.277803319876778,-2.0107867054527135,0.9532133256583419,0.8627411151756917,4.013894483141176,0.09839342211282061,506.48620373417884,1028.1559150353546,-20.56311830070709
