xo,xa,xb,lon,lat,roll,Psc,Psn,Pbc,Pbn,Rsc,Rsn,Rbc,Rbn,crls,crlb,e1,sh,h0,h1,Q1
499.0,0.0,999.0,-56.98217059872848,75.5370885639713,0.0,-79.37545266737077,-86.04572319186195,-174.67994118657708,-173.20561086718556,-8.79927253968566,-6.68907321011519,-24.89251391520874,-6.202074843059404,0.9588824287597197,0.975839061358543,5.388032196868368,0.05227150549743587,476.62199341189154,1605.4157829825576,-32.108315659651154
749.0,250.0,1249.0,-56.9837856461114,75.53785925737866,0.0,-79.64898730933139,-84.16160612685259,-174.25624806630378,-173.50977904371123,-9.06907094272759,-4.7993517867277955,-23.672941796436508,-6.0205021389936295,0.9802335154537529,0.9865254524506791,5.565512688677161,0.06457068326153843,476.82705665476914,1612.5060678424384,-32.250121356848766
999.0,500.0,1499.0,-56.98540208943051,75.538629940136,0.0,-80.11973964869746,-81.11840073607988,-174.51999294252488,-173.48222831819137,-9.526167794633375,-1.7356631647646537,-22.285632847300306,-5.468598837395753,0.9558803973593093,0.9880053142057016,6.226005551433462,0.086094244348718,477.57728803115054,1616.0961566105786,-32.32192313221157
1249.0,750.0,1749.0,-56.98701985405497,75.53940060575715,0.0,-80.35029284821024,-79.51584915555317,-175.056475909923,-172.11280052183082,-9.746629736857146,-0.1179746983044183,-21.714872680922124,-4.034999576271615,0.889972801221414,0.9905750110481698,6.947162110930368,0.09839342211282061,478.13245924967276,1605.724789058028,-32.11449578116056
1499.0,1000.0,1999.0,-56.98863851811265,75.54017130044079,0.0,-78.79715884565846,-80.48807616307514,-173.74944412345226,-170.6224481538359,-8.18314392950942,-1.0746739986324865,-21.23677814717994,-2.8057579587815833,0.8694859476765189,0.9559961293674476,8.384131353738244,0.08148205268717952,478.7026350957226,1584.9820539531,-31.699641079061998
1749.0,1250.0,2249.0,-56.99025758455518,75.54094208842375,0.0,-77.36942935850988,-80.99652949894173,-173.59454717534118,-171.48001610858063,-6.744440480524432,-1.5666663917444625,-20.090074424093217,-3.1670938696662794,0.8821723742832153,0.9481055603065457,11.193987181491838,0.06918287492307691,479.307821739337,1584.6365289777407,-31.692730579554812
1999.0,1500.0,2499.0,-56.99187649972655,75.5417130448211,0.0,-76.75092633492784,-82.2009670369598,-176.33398010091207,-172.47076291969276,-6.123581224150111,-2.767569580574108,-22.275670781249556,-2.0604991437953784,0.9138902494804318,0.9713647499123214,12.12490568530962,0.05842109437948715,479.4378618445764,1610.3008881217277,-32.20601776243455
2249.0,1750.0,2749.0,-56.993494720763216,75.54248425702025,0.0,-76.93881606580946,-82.13605757222876,-178.75041121831626,-173.76966351430244,-6.309930686802117,-2.7003497134986376,-22.848985895158776,-1.2045997626117897,0.8254769749582718,0.9919060465581891,11.551801761773167,0.05995849159999997,479.52288806723294,1655.8146738978342,-33.11629347795668
2499.0,2000.0,2999.0,-56.99511191417117,75.54325577921772,0.0,-77.28773195691144,-82.5975914065405,-179.07776483805674,-177.41468964504853,-6.658574794214491,-3.1614758722759824,-21.554654475879566,-3.2024446350316187,0.8920524840788122,0.9934127298047829,10.243660333937648,0.05995849159999997,479.53789269476056,1709.7980352889058,-34.19596070577811
2749.0,2250.0,3249.0,-56.99672778568597,75.54402766438436,0.0,-78.05342328326164,-81.81869326825192,-179.77280554919668,-180.04191422114286,-7.426712479975935,-2.386247273104259,-21.01505390875279,-5.505134417613852,0.9452139808537146,0.9867818307791205,8.952276192633665,0.06918287492307691,479.40285104701195,1739.490709999011,-34.78981419998022
2999.0,2500.0,3499.0,-56.99834230741156,75.5447999377721,0.0,-78.9104264697681,-80.57963785205848,-180.05437320673735,-180.76541953836536,-8.2992252970149,-1.1704563027095884,-21.255762027107718,-7.680589658356853,0.9788440817692768,0.9876850896246023,8.106158545781994,0.08148205268717952,478.5475872779371,1733.215077520073,-34.66430155040146
3249.0,2750.0,3749.0,-56.999955599292704,75.54557258520803,0.0,-78.66017210097414,-79.83572226919269,-180.1452875259497,-177.72478189813816,-8.068601708788908,-0.45598689069575205,-22.549990900343534,-5.671471571060415,0.9393751979194878,0.9944554982400793,9.073917780282391,0.08455684712820517,477.46725409594796,1679.7008435345415,-33.59401687069083
3499.0,3000.0,3999.0,-57.0015680844906,75.54634555362472,0.0,-76.62004572225699,-78.11449086226321,-180.25751327553286,-173.25806301833128,-6.049609778515843,1.2335428435676137,-17.11839779478836,,0.7809670089371823,0.9797015075591236,19.070532731133046,0.08301944990769235,476.30689623381136,1602.277966743131,-32.045559334862624
3749.0,3250.0,4249.0,-57.00318052535597,75.54711874548514,0.0,-78.0478429408481,-80.14114736755357,-175.70123730782734,-169.69314158647524,-7.511036440964079,-0.8435578275084428,-24.999505047873555,-3.879681049469143,0.9455144212005537,0.9638228819253847,9.87398995592984,0.07840725824615387,474.4663285904368,1522.1583096564057,-30.443166193128114
3999.0,3500.0,4499.0,-57.004793401647184,75.54789207707935,0.0,-76.64274478280117,-81.27812084030866,-174.72194848878044,-165.81679512799212,-6.137217003920654,-2.027449381768782,-27.145391675937294,-2.586332284119819,0.9651701284107365,0.9861082342315624,12.819057888506855,0.06303328604102561,472.76080259482063,1443.960108530036,-28.87920217060072
4249.0,3750.0,4749.0,-57.006407203838464,75.54866546951062,0.0,-77.04646279019173,-81.28640634558408,-167.54105390537592,-166.4437645610884,-6.583585462123854,-2.0997105632631787,-23.022960615099617,-7.814662139281307,0.9260143093285511,0.9965631114938363,11.353443899591635,0.06610808048205126,470.44508841308186,1388.4008161538488,-27.768016323076978
4499.0,4000.0,4999.0,-57.0080222745235,75.54943887230492,0.0,-77.68426297018695,-81.40809535732761,-165.0860818777375,-164.6715185604769,-7.270280710560778,-2.294742177669252,-23.518491014816174,-8.7074654079388,0.8258140350156759,0.9971176833538574,9.398062578972716,0.06918287492307691,467.80427396824444,1345.704603957175,-26.914092079143504
4749.0,4250.0,5249.0,-57.009638815599146,75.55021225957374,0.0,-78.05978451585786,-80.97118221670846,-163.2768433776858,-164.51399810053573,-7.699271250777726,-1.9380325288691673,-23.72590457601764,-11.993295109801192,0.9160860817349631,0.9433941342782849,8.73420962749394,0.07379506658461539,464.9333885679691,1303.314588689885,-26.0662917737977
4999.0,4500.0,5499.0,-57.011256730300914,75.55098565336523,0.0,-79.43621389589846,-79.52673934479486,-161.71660992384474,-164.1653510845321,-9.125270968432364,-0.5679451633766257,-23.935987156644178,-19.498940960506882,0.9652715936009577,0.9889384062503347,7.4873086887227505,0.0922438332307693,462.2875725806024,1255.806309153765,-25.116126183075302
5249.0,4750.0,5749.0,-57.01287588161698,75.5517590835362,0.0,-80.04253973054452,-80.74870305646749,-160.40849062313245,-160.98744262534797,-9.777105080145368,-1.8581712906496781,-27.112971905465063,-13.864160155413183,0.9828832623998077,0.983481086108735,5.974552062141996,0.08763164156923083,459.87182754867194,1197.2946041833604,-23.94589208366721
5499.0,5000.0,5999.0,-57.01449607744692,75.55253259284156,0.0,-80.10732331331752,-80.41981653384931,-162.2361929487626,-153.81770852964775,-9.887066851158817,-1.5970520503921621,-31.463370972813017,-8.307404286762539,0.9710724263070183,0.9514435874162535,6.0440308404340755,0.09070643601025648,457.4860917718035,1136.732222530144,-22.734644450602882
5749.0,5250.0,6249.0,-57.01611673622273,75.5533062624545,0.0,-80.33853250228668,-80.95650187518915,-161.60982624640368,-149.18685609535652,-10.154912769938417,-2.188692486447648,-34.10746609882316,-6.867824783567237,0.93839874965914,0.952584903912473,5.579747991025871,0.08916903878974365,455.5604979057827,1077.0800042265178,-21.54160008453036
5999.0,5500.0,6499.0,-57.01773784811709,75.55408010584158,0.0,-79.3931113909172,-80.9926637452935,-154.42546582381155,-145.11203955323197,-9.253373159469277,-2.2906766079025225,-28.91970486342212,-5.080557551034264,0.9411294313274445,0.9665930119199789,6.413688187087457,0.08301944990769235,453.2647898940763,1023.6584720636071,-20.47316944127214
6249.0,5750.0,6749.0,-57.01935930761994,75.5548541368407,0.0,-78.97837752408383,-81.47249337048049,-148.0314112973857,-143.1758935055222,-8.873981800977264,-2.8235199956015427,-24.358506068950135,-5.148469454678297,0.9870859746720774,0.9714422786979794,6.565160074327726,0.07686986102564104,451.42422225069475,988.6256105395116,-19.772512210790232
6499.0,6000.0,6999.0,-57.0209809401696,75.55562837182337,0.0,-79.91469930949208,-81.12493714437345,-142.2802647472585,-143.0212740374569,-9.855748989452637,-2.5441318740951955,-20.36014297660373,-7.893242829801606,0.955776687695558,0.8272296945446632,5.663862760566657,0.08455684712820517,449.0684957288578,959.3486894582333,-19.186973789164664
6749.0,6250.0,7249.0,-57.02260286964003,75.55640279535453,0.0,-78.70247003105996,-81.72251856929017,-143.29860152839524,-143.5260334786883,-8.682982364593057,-3.2009072793707203,-22.201620181588932,-8.94956474816471,0.9318540603954185,0.977571263248555,6.659162256307562,0.07379506658461539,447.03286792761094,935.3838637295667,-18.707677274591333
6999.0,6500.0,7499.0,-57.024224982448935,75.55717741440407,0.0,-79.20361337217241,-82.09401456838195,-143.7897113974287,-144.15037992010943,-9.227283679247808,-3.6371402387759466,-24.130875824643603,-10.767426032934253,0.9418456475690627,0.9858912795142616,5.839634233631931,0.07379506658461539,444.8171845960508,918.2958277540031,-18.365916555080062
