xo,xa,xb,lon,lat,roll,Psc,Psn,Pbc,Pbn,Rsc,Rsn,Rbc,Rbn,crls,crlb,e1,sh,h0,h1,Q1
47749.0,47250.0,48249.0,-61.161435357413055,76.82049880790835,0.002430697497815994,-88.88564035530433,-99.06438503551556,-148.11372810342596,-149.42756444915614,-17.968250080023655,-19.195919832375456,-27.17813836223348,-14.008226219257494,0.9757426600602368,0.9829874664786238,1.7024125375201895,0.03689753329230768,495.7178827119493,1005.553525185084,-20.11107050370168
47999.0,47500.0,48499.0,-61.16204891948886,76.81961717960993,0.004435700154291677,-89.54290016492018,-98.43938367138537,-147.92520976695297,-150.4811425867397,-18.582586732674752,-18.50653373279813,-26.5742140860129,-14.658623894342526,0.9320819276512965,0.9758847836279684,1.6510512159892206,0.04150972495384614,498.1736400839581,1014.6523495357208,-20.293046990714416
48249.0,47750.0,48749.0,-61.16266398514979,76.81873538171345,0.0035815941718743915,-89.38910890821367,-99.35931391586351,-146.41881105799015,-149.5385007508333,-18.3851289016179,-19.36096411575076,-24.50608343847168,-13.098468832791678,0.9766687363603295,0.9226860978125133,1.663336367756548,0.0384349305128205,500.6844144235566,1026.588411488693,-20.53176822977386
48499.0,48000.0,48999.0,-61.16328062909108,76.81785343577874,0.0007073268786343678,-89.29946786218517,-99.21886694362435,-146.67201606285727,-147.50663373013487,-18.228502450239027,-19.120039035486037,-24.102992949736194,-10.342354503510823,0.9849453449013811,0.9706920650894056,1.678980806298294,0.0384349305128205,504.56060986816806,1040.3532275794585,-20.80706455158917
48749.0,48250.0,49249.0,-61.16389851637773,76.8169713499384,-0.002895672077259113,-89.63557733304381,-97.38704848616588,-145.84487127300116,-148.37781555204026,-18.507543077630395,-17.202617312826675,-22.83283173952683,-10.754012272967664,0.9796701577766707,0.9909995791349799,1.6740786554963425,0.047659313835897416,507.88663563676744,1049.4829525376026,-20.989659050752053
48999.0,48500.0,49499.0,-61.164517132751136,76.81608912120515,-0.006349191628454044,-90.1708189035379,-96.77629219058826,-148.47450791525716,-147.27279742824592,-18.996632233240845,-16.522632394923583,-25.27981492212008,-9.469695796312848,0.9671330268854391,0.9807986083566268,1.6395019288877666,0.05227150549743587,510.5924701342328,1053.3511467737007,-21.067022935474014
49249.0,48750.0,49749.0,-61.16513590801169,76.8152067222564,-0.009317376830355096,-90.90637714942667,-96.59839907932964,-151.66344217963064,-146.71657196159035,-19.702292704065798,-16.299892621069226,-28.164153880361273,-8.618525053875436,0.9779043314161898,0.9465520199296314,1.5936648627298755,0.05842109437948715,512.3530130974741,1060.0846700736008,-21.201693401472017
49499.0,49000.0,49999.0,-61.1657541801099,76.81432410501809,-0.011642341257328702,-91.694277431653,-96.693868174345,-150.7618019823666,-151.84014702576093,-20.481548622781432,-16.382395170818544,-26.68174917919877,-13.178431098329114,0.9680601057275824,0.9740438589528716,1.5388668235902938,0.06149588882051279,512.8631704334115,1073.2118099903503,-21.464236199807004
49749.0,49250.0,50249.0,-61.1663712506303,76.81344117887012,-0.013285458998144557,-91.96542789282816,-95.17778581683669,-152.03705213996557,-154.16776514320983,-20.762954622993846,-14.881696121866117,-27.3069131169241,-14.825371578025251,0.9409201835121298,0.9741792442221603,1.5494739042915175,0.07225766936410256,512.2579837897986,1087.2154035030999,-21.744308070061997
49999.0,49500.0,50499.0,-61.16698694878142,76.81255784236984,-0.013349926616848315,-92.69289284775991,-96.73910372914949,-152.81216245364448,-152.82496077825652,-21.49423671252363,-16.448739736076,-27.64534820501195,-13.054593451224417,0.9640569565726256,0.9482812878068224,1.482413044347806,0.06764547770256409,512.0329143768857,1097.6036259324003,-21.952072518648006
50249.0,49750.0,50749.0,-61.167602180405936,76.81167410648628,-0.010676904313668944,-92.94165577661937,-96.97990745476756,-152.43906524828037,-155.10902797935375,-21.750808785423764,-16.70125717775504,-27.379131270956826,-15.475563693746313,0.9707264401412695,0.9854444003762919,1.4654197564455165,0.06764547770256409,511.5727724660371,1095.4546291345905,-21.909092582691812
50499.0,50000.0,50999.0,-61.16821825440503,76.8107899804442,-0.005553609702345575,-93.03372226603624,-98.54522002330086,-153.12258413524293,-156.13269666740916,-21.861833146245363,-18.295006553395442,-28.441165035134304,-16.920253207857073,0.9812510409980492,0.9778543969241157,1.4373546258079983,0.05842109437948715,510.45742848648683,1087.6423937165507,-21.752847874331014
50749.0,50250.0,51249.0,-61.16883625569446,76.80990543923842,0.001277052540976764,-93.30013424707708,-97.9801700753552,-152.8264318446162,-153.65276072745218,-22.13803780309504,-17.74464561916304,-28.231924922071997,-14.537640802517057,0.9893255258320013,0.9887602085657091,1.4305543935237777,0.06303328604102561,509.8822510979268,1085.7827389712693,-21.715654779425385
50999.0,50500.0,51499.0,-61.16945684290261,76.80902048290773,0.008977340212133958,-93.83408898586323,-96.9136538776322,-153.36867146536645,-152.40874040317345,-22.678555553406,-16.68797393872726,-28.578230803015515,-13.098118409137223,0.9841822124000787,0.9685170595341362,1.4201246467813466,0.07225766936410256,509.4971323247188,1090.0779234208087,-21.801558468416175
51249.0,50750.0,51749.0,-61.17007984727319,76.80813502411299,0.016481543913283107,-94.0480876890046,-96.14706553905981,-154.54641502164557,-151.27499707524055,-22.898866242696073,-15.930853579377903,-28.966106233957966,-11.123510656992444,0.9852945975557712,0.9698528603989875,1.4229324830651389,0.07840725824615387,509.127018179037,1107.3850727953345,-22.14770145590669
51499.0,51000.0,51999.0,-61.17070537493325,76.80724903705627,0.022784175693132055,-93.43686483707756,-97.61001237931467,-154.1123623163643,-151.8034242215024,-22.293106107256172,-17.401994494363482,-27.653492443962065,-10.7078206510979,0.9482688599712554,0.9645430430202828,1.4281990829461637,0.06610808048205126,508.80691945844666,1126.967630544065,-22.539352610881302
51749.0,51250.0,52249.0,-61.171334384122204,76.80636262412385,0.026253798962869102,-92.06324553116124,-98.26159928002197,-154.1130283202751,-155.4160902530137,-20.931875992605175,-18.07216518196877,-26.970759780126233,-13.539991312782757,0.9605984648472451,0.9748886802233148,1.4908451349221852,0.05534629993846151,508.08169579461287,1141.8083496067807,-22.83616699213561
