Latitude,Longitude,Start_Depth,Stop_Depth,Midpoint_Depth,Density,Error,Method,Citation
72.57758,-38.46907,3.31,3.4,3.355,0.341,0.052,4,48
72.57758,-38.46907,3.41,3.5,3.455,0.36,0.052,4,48
72.57758,-38.46907,3.51,3.6,3.555,0.352,0.052,4,48
72.57758,-38.46907,3.61,3.7,3.655,0.313,0.052,4,48
72.57758,-38.46907,3.71,3.8,3.755,0.363,0.052,4,48
72.57758,-38.46907,3.81,3.89,3.85,0.296,0.052,4,48
72.57758,-38.46907,3.9,4,3.95,0.42,0.052,4,48
72.57758,-38.46907,4.01,4.1,4.055,0.362,0.052,4,48
72.57758,-38.46907,4.11,4.2,4.155,0.354,0.052,4,48
72.57758,-38.46907,4.21,4.32,4.265,0.373,0.052,4,48
72.57758,-38.46907,4.33,4.4,4.365,0.308,0.052,4,48
72.57758,-38.46907,4.41,4.5,4.455,0.31,0.052,4,48
72.57758,-38.46907,4.51,4.6,4.555,0.381,0.052,4,48
72.57758,-38.46907,4.61,4.71,4.66,0.403,0.052,4,48
72.57758,-38.46907,4.72,4.8,4.76,0.407,0.052,4,48
72.57758,-38.46907,4.81,4.9,4.855,0.376,0.052,4,48
72.57758,-38.46907,4.91,5,4.955,0.413,0.052,4,48
72.57758,-38.46907,5.01,5.1,5.055,0.352,0.052,4,48
72.57758,-38.46907,5.11,5.2,5.155,0.412,0.052,4,48
72.57758,-38.46907,5.21,5.3,5.255,0.366,0.052,4,48
72.57758,-38.46907,5.31,5.4,5.355,0.415,0.052,4,48
72.57758,-38.46907,5.41,5.5,5.455,0.357,0.052,4,48
72.57758,-38.46907,5.51,5.6,5.555,0.43,0.052,4,48
72.57758,-38.46907,5.61,5.7,5.655,0.363,0.052,4,48
72.57758,-38.46907,5.71,5.8,5.755,0.44,0.052,4,48
72.57758,-38.46907,5.81,5.9,5.855,0.369,0.052,4,48
72.57758,-38.46907,5.91,6.01,5.96,0.392,0.052,4,48
72.57758,-38.46907,6.02,6.1,6.06,0.409,0.052,4,48
72.57758,-38.46907,6.11,6.2,6.155,0.397,0.052,4,48
72.57758,-38.46907,6.21,6.3,6.255,0.431,0.052,4,48
72.57758,-38.46907,6.31,6.4,6.355,0.415,0.052,4,48
72.57758,-38.46907,6.41,6.5,6.455,0.384,0.052,4,48
72.57758,-38.46907,6.51,6.6,6.555,0.437,0.052,4,48
72.57758,-38.46907,6.61,6.7,6.655,0.445,0.052,4,48
72.57758,-38.46907,6.71,6.8,6.755,0.472,0.052,4,48
72.57758,-38.46907,6.81,6.9,6.855,0.413,0.052,4,48
72.57758,-38.46907,6.91,7,6.955,0.475,0.052,4,48
72.57758,-38.46907,7.01,7.1,7.055,0.435,0.052,4,48
72.57758,-38.46907,7.11,7.2,7.155,0.432,0.052,4,48
72.57758,-38.46907,7.21,7.3,7.255,0.417,0.052,4,48
72.57758,-38.46907,7.31,7.4,7.355,0.457,0.052,4,48
72.57758,-38.46907,7.41,7.5,7.455,0.428,0.052,4,48
72.57758,-38.46907,7.51,7.6,7.555,0.475,0.052,4,48
72.57758,-38.46907,7.61,7.7,7.655,0.481,0.052,4,48
72.57758,-38.46907,7.71,7.8,7.755,0.412,0.052,4,48
72.57758,-38.46907,7.81,7.9,7.855,0.483,0.052,4,48
72.57758,-38.46907,7.91,8,7.955,0.435,0.052,4,48
72.57758,-38.46907,8.01,8.1,8.055,0.45,0.052,4,48
72.57758,-38.46907,8.11,8.2,8.155,0.49,0.052,4,48
72.57758,-38.46907,8.21,8.3,8.255,0.448,0.052,4,48
72.57758,-38.46907,8.31,8.4,8.355,0.488,0.052,4,48
72.57758,-38.46907,8.41,8.5,8.455,0.443,0.052,4,48
72.57758,-38.46907,8.51,8.6,8.555,0.483,0.052,4,48
72.57758,-38.46907,8.61,8.7,8.655,0.486,0.052,4,48
72.57758,-38.46907,8.71,8.8,8.755,0.459,0.052,4,48
72.57758,-38.46907,8.81,8.9,8.855,0.495,0.052,4,48
72.57758,-38.46907,8.91,9,8.955,0.423,0.052,4,48
72.57758,-38.46907,9.01,9.1,9.055,0.465,0.052,4,48
72.57758,-38.46907,9.11,9.2,9.155,0.472,0.052,4,48
72.57758,-38.46907,9.21,9.3,9.255,0.443,0.052,4,48
72.57758,-38.46907,9.31,9.4,9.355,0.544,0.052,4,48
72.57758,-38.46907,9.41,9.5,9.455,0.498,0.052,4,48
72.57758,-38.46907,9.51,9.6,9.555,0.462,0.052,4,48
72.57758,-38.46907,9.61,9.7,9.655,0.52,0.052,4,48
72.57758,-38.46907,9.71,9.8,9.755,0.497,0.052,4,48
72.57758,-38.46907,9.81,9.93,9.87,0.521,0.052,4,48
72.57758,-38.46907,9.94,10,9.97,0.494,0.052,4,48
72.57758,-38.46907,10.01,10.1,10.055,0.506,0.052,4,48
72.57758,-38.46907,10.11,10.2,10.155,0.511,0.052,4,48
72.57758,-38.46907,10.21,10.3,10.255,0.506,0.052,4,48
72.57758,-38.46907,10.31,10.4,10.355,0.47,0.052,4,48
72.57758,-38.46907,10.41,10.5,10.455,0.465,0.052,4,48
72.57758,-38.46907,10.51,10.6,10.555,0.484,0.052,4,48
72.57758,-38.46907,10.61,10.7,10.655,0.479,0.052,4,48
72.57758,-38.46907,10.71,10.8,10.755,0.498,0.052,4,48
72.57758,-38.46907,10.81,10.9,10.855,0.538,0.052,4,48
72.57758,-38.46907,10.91,11,10.955,0.468,0.052,4,48
72.57758,-38.46907,11.01,11.1,11.055,0.497,0.052,4,48
72.57758,-38.46907,11.11,11.2,11.155,0.512,0.052,4,48
72.57758,-38.46907,11.21,11.3,11.255,0.468,0.052,4,48
72.57758,-38.46907,11.31,11.4,11.355,0.527,0.052,4,48
72.57758,-38.46907,11.41,11.5,11.455,0.492,0.052,4,48
72.57758,-38.46907,11.51,11.6,11.555,0.509,0.052,4,48
72.57758,-38.46907,11.61,11.7,11.655,0.538,0.052,4,48
72.57758,-38.46907,11.71,11.8,11.755,0.572,0.052,4,48
72.57758,-38.46907,11.81,11.9,11.855,0.512,0.052,4,48
72.57758,-38.46907,11.91,12,11.955,0.495,0.052,4,48
72.57758,-38.46907,12.01,12.1,12.055,0.458,0.052,4,48
72.57758,-38.46907,12.11,12.2,12.155,0.475,0.052,4,48
72.57758,-38.46907,12.21,12.3,12.255,0.538,0.052,4,48
72.57758,-38.46907,12.31,12.4,12.355,0.489,0.052,4,48
72.57758,-38.46907,12.41,12.5,12.455,0.534,0.052,4,48
72.57758,-38.46907,12.51,12.6,12.555,0.527,0.052,4,48
72.57758,-38.46907,12.61,12.7,12.655,0.501,0.052,4,48
72.57758,-38.46907,12.71,12.8,12.755,0.514,0.052,4,48
72.57758,-38.46907,12.81,12.88,12.845,0.568,0.052,4,48
72.57758,-38.46907,12.89,13,12.945,0.512,0.052,4,48
72.57758,-38.46907,13.01,13.1,13.055,0.525,0.052,4,48
72.57758,-38.46907,13.11,13.2,13.155,0.475,0.052,4,48
72.57758,-38.46907,13.21,13.3,13.255,0.509,0.052,4,48
72.57758,-38.46907,13.31,13.4,13.355,0.536,0.052,4,48
72.57758,-38.46907,13.41,13.6,13.505,0.534,0.052,4,48
72.57758,-38.46907,13.61,13.7,13.655,0.497,0.052,4,48
72.57758,-38.46907,13.71,13.8,13.755,0.501,0.052,4,48
72.57758,-38.46907,13.81,13.9,13.855,0.498,0.052,4,48
72.57758,-38.46907,13.91,14,13.955,0.514,0.052,4,48
72.57758,-38.46907,14.01,14.1,14.055,0.516,0.052,4,48
72.57758,-38.46907,14.11,14.2,14.155,0.509,0.052,4,48
72.57758,-38.46907,14.21,14.3,14.255,0.533,0.052,4,48
72.57758,-38.46907,14.31,14.4,14.355,0.558,0.052,4,48
72.57758,-38.46907,14.41,14.5,14.455,0.525,0.052,4,48
72.57758,-38.46907,14.51,14.6,14.555,0.497,0.052,4,48
72.57758,-38.46907,14.61,14.7,14.655,0.522,0.052,4,48
72.57758,-38.46907,14.71,14.79,14.75,0.505,0.052,4,48
72.57758,-38.46907,14.8,14.9,14.85,0.552,0.052,4,48
72.57758,-38.46907,14.91,15,14.955,0.47,0.052,4,48
72.57758,-38.46907,15.01,15.1,15.055,0.539,0.052,4,48
72.57758,-38.46907,15.11,15.2,15.155,0.483,0.052,4,48
72.57758,-38.46907,15.21,15.3,15.255,0.546,0.052,4,48
72.57758,-38.46907,15.31,15.4,15.355,0.528,0.052,4,48
72.57758,-38.46907,15.41,15.5,15.455,0.519,0.052,4,48
72.57758,-38.46907,15.51,15.6,15.555,0.625,0.052,4,48
72.57758,-38.46907,15.61,15.7,15.655,0.514,0.052,4,48
72.57758,-38.46907,15.71,15.8,15.755,0.55,0.052,4,48
72.57758,-38.46907,15.81,15.9,15.855,0.542,0.052,4,48
72.57758,-38.46907,15.91,16.1,16.005,0.52,0.052,4,48
72.57758,-38.46907,16.11,16.2,16.155,0.531,0.052,4,48
72.57758,-38.46907,16.21,16.25,16.23,0.729,0.052,4,48
