Latitude,Longitude,Start_Depth,Stop_Depth,Midpoint_Depth,Density,Error,Method,Citation
76.98195,-47.13806,1.73,0.00323,0.866615,0.3272,-9999,10,25
76.98195,-47.13806,0.00323,0.00336,0.003295,0.3317,-9999,10,25
76.98195,-47.13806,0.00336,0.00349,0.003425,0.3322,-9999,10,25
76.98195,-47.13806,0.00349,0.00362,0.003555,0.3304,-9999,10,25
76.98195,-47.13806,0.00362,0.00375,0.003685,0.328,-9999,10,25
76.98195,-47.13806,0.00375,0.00388,0.003815,0.3244,-9999,10,25
76.98195,-47.13806,0.00388,0.00401,0.003945,0.3194,-9999,10,25
76.98195,-47.13806,0.00401,0.00414,0.004075,0.3132,-9999,10,25
76.98195,-47.13806,0.00414,0.00426,0.0042,0.3014,-9999,10,25
76.98195,-47.13806,0.00426,0.00439,0.004325,0.2952,-9999,10,25
76.98195,-47.13806,0.00439,0.00452,0.004455,0.2906,-9999,10,25
76.98195,-47.13806,0.00452,0.00465,0.004585,0.2874,-9999,10,25
76.98195,-47.13806,0.00465,0.00478,0.004715,0.2859,-9999,10,25
76.98195,-47.13806,0.00478,0.00491,0.004845,0.2839,-9999,10,25
76.98195,-47.13806,0.00491,0.00504,0.004975,0.2838,-9999,10,25
76.98195,-47.13806,0.00504,0.00517,0.005105,0.2859,-9999,10,25
76.98195,-47.13806,0.00517,0.0053,0.005235,0.2869,-9999,10,25
76.98195,-47.13806,0.0053,0.00543,0.005365,0.2894,-9999,10,25
76.98195,-47.13806,0.00543,0.00556,0.005495,0.2929,-9999,10,25
76.98195,-47.13806,0.00556,0.00568,0.00562,0.2926,-9999,10,25
76.98195,-47.13806,0.00568,0.00582,0.00575,0.2947,-9999,10,25
76.98195,-47.13806,0.00582,0.00594,0.00588,0.2968,-9999,10,25
76.98195,-47.13806,0.00594,0.00607,0.006005,0.2979,-9999,10,25
76.98195,-47.13806,0.00607,0.0062,0.006135,0.2985,-9999,10,25
76.98195,-47.13806,0.0062,0.00633,0.006265,0.3002,-9999,10,25
76.98195,-47.13806,0.00633,0.00646,0.006395,0.2986,-9999,10,25
76.98195,-47.13806,0.00646,0.00659,0.006525,0.2986,-9999,10,25
76.98195,-47.13806,0.00659,0.00672,0.006655,0.2977,-9999,10,25
76.98195,-47.13806,0.00672,0.00685,0.006785,0.297,-9999,10,25
76.98195,-47.13806,0.00685,0.00698,0.006915,0.2963,-9999,10,25
76.98195,-47.13806,0.00698,0.00711,0.007045,0.2955,-9999,10,25
76.98195,-47.13806,0.00711,0.00724,0.007175,0.2949,-9999,10,25
76.98195,-47.13806,0.00724,0.00736,0.0073,0.2946,-9999,10,25
76.98195,-47.13806,0.00736,0.0075,0.00743,0.2945,-9999,10,25
76.98195,-47.13806,0.0075,0.00762,0.00756,0.2939,-9999,10,25
76.98195,-47.13806,0.00762,0.00775,0.007685,0.2932,-9999,10,25
76.98195,-47.13806,0.00775,0.00788,0.007815,0.2928,-9999,10,25
76.98195,-47.13806,0.00788,0.00801,0.007945,0.292,-9999,10,25
76.98195,-47.13806,0.00801,0.00814,0.008075,0.2922,-9999,10,25
76.98195,-47.13806,0.00814,0.00827,0.008205,0.2925,-9999,10,25
76.98195,-47.13806,0.00827,0.0084,0.008335,0.2924,-9999,10,25
76.98195,-47.13806,0.0084,0.00853,0.008465,0.2911,-9999,10,25
76.98195,-47.13806,0.00853,0.00866,0.008595,0.2917,-9999,10,25
76.98195,-47.13806,0.00866,0.00879,0.008725,0.2917,-9999,10,25
76.98195,-47.13806,0.00879,0.00892,0.008855,0.2908,-9999,10,25
76.98195,-47.13806,0.00892,0.00904,0.00898,0.2916,-9999,10,25
76.98195,-47.13806,0.00904,0.00917,0.009105,0.2918,-9999,10,25
76.98195,-47.13806,0.00917,0.0093,0.009235,0.292,-9999,10,25
76.98195,-47.13806,0.0093,0.00943,0.009365,0.2926,-9999,10,25
76.98195,-47.13806,0.00943,0.00956,0.009495,0.2921,-9999,10,25
76.98195,-47.13806,0.00956,0.00969,0.009625,0.292,-9999,10,25
76.98195,-47.13806,0.00969,0.00982,0.009755,0.2923,-9999,10,25
76.98195,-47.13806,0.00982,0.00995,0.009885,0.2919,-9999,10,25
76.98195,-47.13806,0.00995,0.01008,0.010015,0.2917,-9999,10,25
76.98195,-47.13806,0.01008,0.01021,0.010145,0.2915,-9999,10,25
76.98195,-47.13806,0.01021,0.01034,0.010275,0.2916,-9999,10,25
76.98195,-47.13806,0.01034,0.01047,0.010405,0.2924,-9999,10,25
76.98195,-47.13806,0.01047,0.0106,0.010535,0.2916,-9999,10,25
76.98195,-47.13806,0.0106,0.01072,0.01066,0.292,-9999,10,25
76.98195,-47.13806,0.01072,0.01085,0.010785,0.2905,-9999,10,25
76.98195,-47.13806,0.01085,0.01098,0.010915,0.2906,-9999,10,25
76.98195,-47.13806,0.01098,0.01111,0.011045,0.2903,-9999,10,25
76.98195,-47.13806,0.01111,0.01124,0.011175,0.2921,-9999,10,25
76.98195,-47.13806,0.01124,0.01137,0.011305,0.2926,-9999,10,25
76.98195,-47.13806,0.01137,0.0115,0.011435,0.2929,-9999,10,25
76.98195,-47.13806,0.0115,0.01163,0.011565,0.2928,-9999,10,25
76.98195,-47.13806,0.01163,0.01176,0.011695,0.2926,-9999,10,25
76.98195,-47.13806,0.01176,0.01189,0.011825,0.2933,-9999,10,25
76.98195,-47.13806,0.01189,0.01202,0.011955,0.2933,-9999,10,25
76.98195,-47.13806,0.01202,0.01215,0.012085,0.292,-9999,10,25
76.98195,-47.13806,0.01215,0.01228,0.012215,0.2917,-9999,10,25
76.98195,-47.13806,0.01228,0.0124,0.01234,0.2918,-9999,10,25
76.98195,-47.13806,0.0124,0.01253,0.012465,0.2922,-9999,10,25
76.98195,-47.13806,0.01253,0.01266,0.012595,0.2904,-9999,10,25
76.98195,-47.13806,0.01266,0.01279,0.012725,0.2901,-9999,10,25
76.98195,-47.13806,0.01279,0.01292,0.012855,0.2894,-9999,10,25
76.98195,-47.13806,0.01292,0.01305,0.012985,0.2893,-9999,10,25
76.98195,-47.13806,0.01305,0.01318,0.013115,0.2883,-9999,10,25
76.98195,-47.13806,0.01318,0.01331,0.013245,0.2868,-9999,10,25
76.98195,-47.13806,0.01331,0.01344,0.013375,0.2853,-9999,10,25
76.98195,-47.13806,0.01344,0.01357,0.013505,0.2843,-9999,10,25
76.98195,-47.13806,0.01357,0.0137,0.013635,0.2835,-9999,10,25
76.98195,-47.13806,0.0137,0.01383,0.013765,0.281,-9999,10,25
76.98195,-47.13806,0.01383,0.01396,0.013895,0.2805,-9999,10,25
76.98195,-47.13806,0.01396,0.01408,0.01402,0.281,-9999,10,25
76.98195,-47.13806,0.01408,0.01421,0.014145,0.2784,-9999,10,25
76.98195,-47.13806,0.01421,0.01434,0.014275,0.2764,-9999,10,25
76.98195,-47.13806,0.01434,0.01447,0.014405,0.2749,-9999,10,25
76.98195,-47.13806,0.01447,0.0146,0.014535,0.2728,-9999,10,25
76.98195,-47.13806,0.0146,0.01473,0.014665,0.271,-9999,10,25
76.98195,-47.13806,0.01473,0.01486,0.014795,0.2696,-9999,10,25
76.98195,-47.13806,0.01486,0.01499,0.014925,0.2698,-9999,10,25
76.98195,-47.13806,0.01499,0.01512,0.015055,0.2691,-9999,10,25
76.98195,-47.13806,0.01512,0.01525,0.015185,0.2686,-9999,10,25
76.98195,-47.13806,0.01525,0.01538,0.015315,0.2685,-9999,10,25
76.98195,-47.13806,0.01538,0.01551,0.015445,0.2668,-9999,10,25
76.98195,-47.13806,0.01551,0.01564,0.015575,0.2674,-9999,10,25
76.98195,-47.13806,0.01564,0.01576,0.0157,0.2665,-9999,10,25
76.98195,-47.13806,0.01576,0.01589,0.015825,0.2658,-9999,10,25
76.98195,-47.13806,0.01589,0.01602,0.015955,0.2654,-9999,10,25
76.98195,-47.13806,0.01602,0.01615,0.016085,0.2647,-9999,10,25
76.98195,-47.13806,0.01615,0.01628,0.016215,0.2646,-9999,10,25
