Latitude,Longitude,Start_Depth,Stop_Depth,Midpoint_Depth,Density,Error,Method,Citation
72.57742,-38.46955,9.91,10,10,0.473,0.052,4,48
72.57742,-38.46955,10.01,10.1,10.1,0.477,0.052,4,48
72.57742,-38.46955,10.11,10.2,10.2,0.51,0.052,4,48
72.57742,-38.46955,10.21,10.3,10.3,0.548,0.052,4,48
72.57742,-38.46955,10.31,10.4,10.4,0.485,0.052,4,48
72.57742,-38.46955,10.41,10.5,10.5,0.493,0.052,4,48
72.57742,-38.46955,10.51,10.6,10.6,0.515,0.052,4,48
72.57742,-38.46955,10.61,10.7,10.7,0.53,0.052,4,48
72.57742,-38.46955,10.71,10.8,10.8,0.481,0.052,4,48
72.57742,-38.46955,10.81,10.9,10.9,0.518,0.052,4,48
72.57742,-38.46955,10.91,11,11,0.526,0.052,4,48
72.57742,-38.46955,11.01,11.2,11.2,0.534,0.052,4,48
72.57742,-38.46955,11.21,11.3,11.3,0.559,0.052,4,48
72.57742,-38.46955,11.31,11.4,11.4,0.493,0.052,4,48
72.57742,-38.46955,11.41,11.5,11.5,0.485,0.052,4,48
72.57742,-38.46955,11.51,11.7,11.7,0.51,0.052,4,48
72.57742,-38.46955,11.71,11.8,11.8,0.548,0.052,4,48
72.57742,-38.46955,11.81,11.9,11.9,0.51,0.052,4,48
72.57742,-38.46955,11.91,12,12,0.542,0.052,4,48
72.57742,-38.46955,12.01,12.1,12.1,0.485,0.052,4,48
72.57742,-38.46955,12.11,12.2,12.2,0.51,0.052,4,48
72.57742,-38.46955,12.21,12.3,12.3,0.575,0.052,4,48
72.57742,-38.46955,12.31,12.4,12.4,0.528,0.052,4,48
72.57742,-38.46955,12.41,12.7,12.7,0.51,0.052,4,48
72.57742,-38.46955,12.71,12.8,12.8,0.59,0.052,4,48
72.57742,-38.46955,12.81,12.9,12.9,0.51,0.052,4,48
72.57742,-38.46955,12.91,13.1,13.1,0.518,0.052,4,48
72.57742,-38.46955,13.11,13.2,13.2,0.526,0.052,4,48
72.57742,-38.46955,13.21,13.3,13.3,0.545,0.052,4,48
72.57742,-38.46955,13.31,13.4,13.4,0.526,0.052,4,48
72.57742,-38.46955,13.41,13.5,13.5,0.534,0.052,4,48
72.57742,-38.46955,13.51,13.6,13.6,0.551,0.052,4,48
72.57742,-38.46955,13.61,13.7,13.7,0.518,0.052,4,48
72.57742,-38.46955,13.71,13.8,13.8,0.524,0.052,4,48
72.57742,-38.46955,13.81,13.9,13.9,0.52,0.052,4,48
72.57742,-38.46955,13.91,14,14,0.526,0.052,4,48
72.57742,-38.46955,14.01,14.1,14.1,0.51,0.052,4,48
72.57742,-38.46955,14.11,14.2,14.2,0.501,0.052,4,48
72.57742,-38.46955,14.21,14.3,14.3,0.577,0.052,4,48
72.57742,-38.46955,14.31,14.4,14.4,0.518,0.052,4,48
72.57742,-38.46955,14.41,14.5,14.5,0.526,0.052,4,48
72.57742,-38.46955,14.51,14.6,14.6,0.518,0.052,4,48
72.57742,-38.46955,14.61,14.7,14.7,0.542,0.052,4,48
72.57742,-38.46955,14.71,14.8,14.8,0.582,0.052,4,48
72.57742,-38.46955,14.81,15,15,0.542,0.052,4,48
72.57742,-38.46955,15.01,15.1,15.1,0.526,0.052,4,48
72.57742,-38.46955,15.11,15.2,15.2,0.575,0.052,4,48
72.57742,-38.46955,15.21,15.3,15.3,0.565,0.052,4,48
72.57742,-38.46955,15.31,15.4,15.4,0.587,0.052,4,48
72.57742,-38.46955,15.41,15.6,15.6,0.542,0.052,4,48
72.57742,-38.46955,15.61,15.7,15.7,0.534,0.052,4,48
72.57742,-38.46955,15.71,15.79,15.79,0.539,0.052,4,48
72.57737,-38.46956,0,0.1,0.1,0.257,0.052,4,48
72.57737,-38.46956,0.11,0.2,0.2,0.277,0.052,4,48
72.57737,-38.46956,0.21,0.3,0.3,0.205,0.052,4,48
72.57737,-38.46956,0.31,0.4,0.4,0.285,0.052,4,48
72.57737,-38.46956,0.41,0.5,0.5,0.288,0.052,4,48
72.57737,-38.46956,0.51,0.6,0.6,0.305,0.052,4,48
72.57737,-38.46956,0.61,0.7,0.7,0.263,0.052,4,48
72.57737,-38.46956,0.71,0.8,0.8,0.267,0.052,4,48
72.57737,-38.46956,0.81,0.9,0.9,0.26,0.052,4,48
72.57737,-38.46956,0.91,1,1,0.288,0.052,4,48
72.57737,-38.46956,1.01,1.1,1.1,0.329,0.052,4,48
72.57737,-38.46956,1.11,1.2,1.2,0.312,0.052,4,48
72.57737,-38.46956,1.21,1.3,1.3,0.274,0.052,4,48
72.57737,-38.46956,1.31,1.4,1.4,0.337,0.052,4,48
72.57737,-38.46956,1.41,1.5,1.5,0.342,0.052,4,48
72.57737,-38.46956,1.51,1.6,1.6,0.283,0.052,4,48
72.57737,-38.46956,1.61,1.7,1.7,0.329,0.052,4,48
72.57737,-38.46956,1.71,1.8,1.8,0.321,0.052,4,48
72.57737,-38.46956,1.81,1.9,1.9,0.297,0.052,4,48
72.57737,-38.46956,1.91,2,2,0.29,0.052,4,48
72.57737,-38.46956,2.01,2.1,2.1,0.307,0.052,4,48
72.57737,-38.46956,2.11,2.2,2.2,0.274,0.052,4,48
72.57737,-38.46956,2.21,2.3,2.3,0.296,0.052,4,48
72.57737,-38.46956,2.31,2.4,2.4,0.345,0.052,4,48
72.57737,-38.46956,2.41,2.5,2.5,0.52,0.052,4,48
72.57737,-38.46956,2.51,2.6,2.6,0.303,0.052,4,48
72.57737,-38.46956,2.61,2.7,2.7,0.337,0.052,4,48
72.57737,-38.46956,2.71,2.8,2.8,0.362,0.052,4,48
72.57737,-38.46956,2.81,2.9,2.9,0.359,0.052,4,48
72.57737,-38.46956,2.91,3,3,0.384,0.052,4,48
72.57737,-38.46956,3.01,3.1,3.1,0.319,0.052,4,48
72.57737,-38.46956,3.11,3.2,3.2,0.274,0.052,4,48
72.57737,-38.46956,3.21,3.3,3.3,0.312,0.052,4,48
72.57737,-38.46956,3.31,3.4,3.4,0.337,0.052,4,48
72.57737,-38.46956,3.41,3.5,3.5,0.337,0.052,4,48
72.57737,-38.46956,3.51,3.6,3.6,0.346,0.052,4,48
72.57737,-38.46956,3.61,3.7,3.7,0.345,0.052,4,48
72.57737,-38.46956,3.71,3.8,3.8,0.329,0.052,4,48
72.57737,-38.46956,3.81,3.9,3.9,0.353,0.052,4,48
72.57737,-38.46956,3.91,4,4,0.411,0.052,4,48
72.57737,-38.46956,4.01,4.1,4.1,0.419,0.052,4,48
72.57739,-38.46923,0,0.1,0.1,0.283,0.052,4,48
72.57739,-38.46923,0.11,0.2,0.2,0.32,0.052,4,48
72.57739,-38.46923,0.21,0.3,0.3,0.312,0.052,4,48
72.57739,-38.46923,0.31,0.4,0.4,0.329,0.052,4,48
72.57739,-38.46923,0.41,0.5,0.5,0.329,0.052,4,48
72.57739,-38.46923,0.51,0.6,0.6,0.274,0.052,4,48
72.57739,-38.46923,0.61,0.7,0.7,0.279,0.052,4,48
72.57739,-38.46923,0.71,0.8,0.8,0.311,0.052,4,48
72.57739,-38.46923,0.81,0.9,0.9,0.28,0.052,4,48
72.57739,-38.46923,0.91,1,1,0.346,0.052,4,48
72.57739,-38.46923,1.01,1.2,1.2,0.312,0.052,4,48
72.57739,-38.46923,1.21,1.3,1.3,0.279,0.052,4,48
72.57739,-38.46923,1.31,1.4,1.4,0.329,0.052,4,48
72.57739,-38.46923,1.41,1.5,1.5,0.205,0.052,4,48
72.57739,-38.46923,1.51,1.6,1.6,0.321,0.052,4,48
72.57739,-38.46923,1.61,1.7,1.7,0.329,0.052,4,48
72.57739,-38.46923,1.71,1.8,1.8,0.326,0.052,4,48
72.57739,-38.46923,1.81,1.9,1.9,0.365,0.052,4,48
72.57739,-38.46923,1.91,2,2,0.296,0.052,4,48
72.57739,-38.46923,2.01,2.1,2.1,0.298,0.052,4,48
72.57739,-38.46923,2.11,2.2,2.2,0.345,0.052,4,48
72.57739,-38.46923,2.21,2.4,2.4,0.353,0.052,4,48
72.57739,-38.46923,2.41,2.5,2.5,0.28,0.052,4,48
72.57739,-38.46923,2.51,2.6,2.6,0.279,0.052,4,48
72.57739,-38.46923,2.61,2.7,2.7,0.329,0.052,4,48
72.57739,-38.46923,2.71,2.8,2.8,0.353,0.052,4,48
72.57739,-38.46923,2.81,2.9,2.9,0.35,0.052,4,48
72.57739,-38.46923,2.91,3,3,0.362,0.052,4,48
72.57739,-38.46923,3.01,3.1,3.1,0.3,0.052,4,48
72.57739,-38.46923,3.11,3.2,3.2,0.329,0.052,4,48
72.57739,-38.46923,3.21,3.3,3.3,0.321,0.052,4,48
72.57739,-38.46923,3.31,3.4,3.4,0.349,0.052,4,48
72.57739,-38.46923,3.41,3.5,3.5,0.337,0.052,4,48
72.57739,-38.46923,3.51,3.6,3.6,0.385,0.052,4,48
72.57739,-38.46923,3.61,3.7,3.7,0.362,0.052,4,48
72.57739,-38.46923,3.71,3.8,3.8,0.321,0.052,4,48
72.57739,-38.46923,3.81,3.9,3.9,0.394,0.052,4,48
72.57739,-38.46923,3.91,4.1,4.1,0.411,0.052,4,48
72.57739,-38.46923,4.11,4.2,4.2,0.394,0.052,4,48
72.57739,-38.46923,4.21,4.3,4.3,0.37,0.052,4,48
72.57739,-38.46923,4.31,4.4,4.4,0.348,0.052,4,48
72.57739,-38.46923,4.41,4.5,4.5,0.419,0.052,4,48
72.57739,-38.46923,4.51,4.6,4.6,0.411,0.052,4,48
72.57739,-38.46923,4.61,4.7,4.7,0.345,0.052,4,48
72.57739,-38.46923,4.71,4.8,4.8,0.356,0.052,4,48
72.57739,-38.46923,4.81,4.9,4.9,0.357,0.052,4,48
72.57739,-38.46923,4.91,5,5,0.386,0.052,4,48
72.57739,-38.46923,5.01,5.1,5.1,0.394,0.052,4,48
72.57739,-38.46923,5.11,5.2,5.2,0.393,0.052,4,48
72.57739,-38.46923,5.21,5.3,5.3,0.386,0.052,4,48
72.57739,-38.46923,5.31,5.4,5.4,0.411,0.052,4,48
72.57739,-38.46923,5.41,5.5,5.5,0.436,0.052,4,48
72.57739,-38.46923,5.51,5.6,5.6,0.362,0.052,4,48
72.57739,-38.46923,5.61,5.7,5.7,0.406,0.052,4,48
72.57739,-38.46923,5.71,5.8,5.8,0.394,0.052,4,48
72.57739,-38.46923,5.81,5.9,5.9,0.411,0.052,4,48
72.57739,-38.46923,5.91,6,6,0.436,0.052,4,48
72.57739,-38.46923,6.01,6.1,6.1,0.45,0.052,4,48
72.57739,-38.46923,6.11,6.2,6.2,0.444,0.052,4,48
72.57739,-38.46923,6.21,6.3,6.3,0.436,0.052,4,48
72.57739,-38.46923,6.31,6.4,6.4,0.446,0.052,4,48
72.57739,-38.46923,6.41,6.5,6.5,0.444,0.052,4,48
72.57739,-38.46923,6.51,6.6,6.6,0.436,0.052,4,48
72.57739,-38.46923,6.61,6.7,6.7,0.444,0.052,4,48
72.57739,-38.46923,6.71,6.8,6.8,0.457,0.052,4,48
72.57739,-38.46923,6.81,6.9,6.9,0.436,0.052,4,48
72.57739,-38.46923,6.91,7,7,0.46,0.052,4,48
72.57739,-38.46923,7.01,7.1,7.1,0.459,0.052,4,48
72.57739,-38.46923,7.11,7.3,7.3,0.46,0.052,4,48
72.57739,-38.46923,7.31,7.4,7.4,0.51,0.052,4,48
72.57739,-38.46923,7.41,7.5,7.5,0.468,0.052,4,48
72.57739,-38.46923,7.51,7.6,7.6,0.436,0.052,4,48
72.57739,-38.46923,7.61,7.68,7.68,0.455,0.052,4,48
72.57744,-38.46922,0,0.1,0.1,0.3,0.052,4,48
72.57744,-38.46922,0.11,0.2,0.2,0.317,0.052,4,48
72.57744,-38.46922,0.21,0.3,0.3,0.353,0.052,4,48
72.57744,-38.46922,0.31,0.4,0.4,0.337,0.052,4,48
72.57744,-38.46922,0.41,0.5,0.5,0.36,0.052,4,48
72.57744,-38.46922,0.51,0.6,0.6,0.295,0.052,4,48
72.57744,-38.46922,0.61,0.7,0.7,0.269,0.052,4,48
72.57744,-38.46922,0.71,0.8,0.8,0.384,0.052,4,48
72.57744,-38.46922,0.81,0.9,0.9,0.3,0.052,4,48
72.57744,-38.46922,0.91,1.1,1.1,0.321,0.052,4,48
72.57744,-38.46922,1.11,1.2,1.2,0.33,0.052,4,48
72.57744,-38.46922,1.21,1.3,1.3,0.342,0.052,4,48
72.57744,-38.46922,1.31,1.4,1.4,0.28,0.052,4,48
72.57744,-38.46922,1.41,1.5,1.5,0.328,0.052,4,48
72.57744,-38.46922,1.51,1.6,1.6,0.356,0.052,4,48
72.57744,-38.46922,1.61,1.7,1.7,0.332,0.052,4,48
72.57744,-38.46922,1.71,1.8,1.8,0.355,0.052,4,48
72.57744,-38.46922,1.81,1.9,1.9,0.309,0.052,4,48
72.57744,-38.46922,1.91,2,2,0.359,0.052,4,48
72.57744,-38.46922,2.01,2.1,2.1,0.339,0.052,4,48
72.57744,-38.46922,2.11,2.2,2.2,0.312,0.052,4,48
72.57744,-38.46922,2.21,2.3,2.3,0.312,0.052,4,48
72.57744,-38.46922,2.31,2.4,2.4,0.341,0.052,4,48
72.57744,-38.46922,2.41,2.5,2.5,0.362,0.052,4,48
72.57744,-38.46922,2.51,2.6,2.6,0.318,0.052,4,48
72.57744,-38.46922,2.61,2.7,2.7,0.324,0.052,4,48
72.57744,-38.46922,2.71,2.8,2.8,0.306,0.052,4,48
72.57744,-38.46922,2.81,2.9,2.9,0.368,0.052,4,48
72.57744,-38.46922,2.91,3,3,0.371,0.052,4,48
72.57744,-38.46922,3.01,3.1,3.1,0.37,0.052,4,48
72.57744,-38.46922,3.11,3.2,3.2,0.353,0.052,4,48
72.57744,-38.46922,3.21,3.3,3.3,0.315,0.052,4,48
72.57744,-38.46922,3.31,3.4,3.4,0.329,0.052,4,48
72.57744,-38.46922,3.41,3.5,3.5,0.336,0.052,4,48
72.57744,-38.46922,3.51,3.6,3.6,0.36,0.052,4,48
72.57744,-38.46922,3.61,3.7,3.7,0.358,0.052,4,48
72.57744,-38.46922,3.71,3.8,3.8,0.37,0.052,4,48
72.57744,-38.46922,3.81,3.9,3.9,0.329,0.052,4,48
72.57744,-38.46922,3.91,4,4,0.362,0.052,4,48
72.57744,-38.46922,4.01,4.1,4.1,0.404,0.052,4,48
72.57744,-38.46922,4.11,4.2,4.2,0.471,0.052,4,48
72.57744,-38.46922,4.21,4.3,4.3,0.37,0.052,4,48
72.57744,-38.46922,4.31,4.4,4.4,0.386,0.052,4,48
72.57744,-38.46922,4.41,4.5,4.5,0.378,0.052,4,48
72.57744,-38.46922,4.51,4.6,4.6,0.436,0.052,4,48
72.57744,-38.46922,4.61,4.7,4.7,0.394,0.052,4,48
72.57744,-38.46922,4.71,4.8,4.8,0.411,0.052,4,48
72.57744,-38.46922,4.81,4.9,4.9,0.346,0.052,4,48
72.57744,-38.46922,4.91,5,5,0.38,0.052,4,48
72.57744,-38.46922,5.01,5.2,5.2,0.411,0.052,4,48
72.57744,-38.46922,5.21,5.3,5.3,0.378,0.052,4,48
72.57744,-38.46922,5.31,5.4,5.4,0.386,0.052,4,48
72.57744,-38.46922,5.41,5.5,5.5,0.37,0.052,4,48
72.57744,-38.46922,5.51,5.6,5.6,0.403,0.052,4,48
72.57744,-38.46922,5.61,5.7,5.7,0.465,0.052,4,48
72.57744,-38.46922,5.71,5.8,5.8,0.421,0.052,4,48
72.57744,-38.46922,5.81,5.9,5.9,0.378,0.052,4,48
72.57744,-38.46922,5.91,6,6,0.394,0.052,4,48
72.57744,-38.46922,6.01,6.1,6.1,0.427,0.052,4,48
72.57744,-38.46922,6.11,6.2,6.2,0.452,0.052,4,48
72.57744,-38.46922,6.21,6.3,6.3,0.477,0.052,4,48
72.57744,-38.46922,6.31,6.4,6.4,0.484,0.052,4,48
72.57744,-38.46922,6.41,6.6,6.6,0.427,0.052,4,48
72.57744,-38.46922,6.61,6.7,6.7,0.452,0.052,4,48
72.57744,-38.46922,6.71,6.8,6.8,0.444,0.052,4,48
72.57744,-38.46922,6.81,6.9,6.9,0.477,0.052,4,48
72.57744,-38.46922,6.91,7,7,0.452,0.052,4,48
72.57744,-38.46922,7.01,7.1,7.1,0.462,0.052,4,48
72.57744,-38.46922,7.11,7.2,7.2,0.419,0.052,4,48
72.57744,-38.46922,7.21,7.3,7.3,0.444,0.052,4,48
72.57744,-38.46922,7.31,7.4,7.4,0.477,0.052,4,48
72.57744,-38.46922,7.41,7.5,7.5,0.485,0.052,4,48
72.57744,-38.46922,7.51,7.6,7.6,0.53,0.052,4,48
72.57744,-38.46922,7.61,7.7,7.7,0.46,0.052,4,48
72.57744,-38.46922,7.71,7.8,7.8,0.452,0.052,4,48
72.57744,-38.46922,7.81,7.9,7.9,0.444,0.052,4,48
72.57744,-38.46922,7.91,8,8,0.477,0.052,4,48
72.57744,-38.46922,8.01,8.1,8.1,0.524,0.052,4,48
72.57744,-38.46922,8.11,8.2,8.2,0.452,0.052,4,48
72.57744,-38.46922,8.21,8.3,8.3,0.46,0.052,4,48
72.57744,-38.46922,8.31,8.5,8.5,0.477,0.052,4,48
72.57744,-38.46922,8.51,8.6,8.6,0.501,0.052,4,48
72.57744,-38.46922,8.61,8.7,8.7,0.477,0.052,4,48
72.57744,-38.46922,8.71,8.8,8.8,0.508,0.052,4,48
72.57744,-38.46922,8.81,8.9,8.9,0.493,0.052,4,48
72.57744,-38.46922,8.91,9,9,0.468,0.052,4,48
72.57744,-38.46922,9.01,9.1,9.1,0.539,0.052,4,48
72.57744,-38.46922,9.11,9.2,9.2,0.526,0.052,4,48
72.57744,-38.46922,9.21,9.4,9.4,0.518,0.052,4,48
72.57744,-38.46922,9.41,9.5,9.5,0.485,0.052,4,48
72.57744,-38.46922,9.51,9.6,9.6,0.473,0.052,4,48
72.57744,-38.46922,9.61,9.7,9.7,0.522,0.052,4,48
72.57744,-38.46922,9.71,9.8,9.8,0.477,0.052,4,48
72.57744,-38.46922,9.81,9.9,9.9,0.444,0.052,4,48
72.57744,-38.46922,9.91,10,10,0.501,0.052,4,48
72.57744,-38.46922,10.01,10.1,10.1,0.569,0.052,4,48
72.57744,-38.46922,10.11,10.2,10.2,0.485,0.052,4,48
72.57744,-38.46922,10.21,10.3,10.3,0.51,0.052,4,48
72.57744,-38.46922,10.31,10.4,10.4,0.485,0.052,4,48
72.57744,-38.46922,10.41,10.5,10.5,0.501,0.052,4,48
72.57744,-38.46922,10.51,10.6,10.6,0.554,0.052,4,48
72.57744,-38.46922,10.61,10.9,10.9,0.493,0.052,4,48
72.57744,-38.46922,10.91,11,11,0.548,0.052,4,48
72.57744,-38.46922,11.01,11.1,11.1,0.493,0.052,4,48
72.57744,-38.46922,11.11,11.3,11.3,0.534,0.052,4,48
72.57744,-38.46922,11.31,11.4,11.4,0.542,0.052,4,48
72.57744,-38.46922,11.41,11.5,11.5,0.537,0.052,4,48
72.57744,-38.46922,11.51,11.6,11.6,0.501,0.052,4,48
72.57744,-38.46922,11.61,11.7,11.7,0.51,0.052,4,48
72.57744,-38.46922,11.71,11.8,11.8,0.534,0.052,4,48
72.57744,-38.46922,11.81,12,12,0.518,0.052,4,48
72.57744,-38.46922,12.01,12.1,12.1,0.556,0.052,4,48
72.57744,-38.46922,12.11,12.2,12.2,0.534,0.052,4,48
72.57744,-38.46922,12.21,12.4,12.4,0.518,0.052,4,48
72.57744,-38.46922,12.41,12.5,12.5,0.553,0.052,4,48
72.57744,-38.46922,12.51,12.6,12.6,0.518,0.052,4,48
72.57744,-38.46922,12.61,12.7,12.7,0.51,0.052,4,48
72.57744,-38.46922,12.71,12.8,12.8,0.518,0.052,4,48
72.57744,-38.46922,12.81,12.9,12.9,0.545,0.052,4,48
72.57744,-38.46922,12.91,13,13,0.511,0.052,4,48
72.57744,-38.46922,13.01,13.1,13.1,0.551,0.052,4,48
72.57744,-38.46922,13.11,13.2,13.2,0.501,0.052,4,48
72.57744,-38.46922,13.21,13.3,13.3,0.518,0.052,4,48
72.57744,-38.46922,13.31,13.4,13.4,0.526,0.052,4,48
72.57744,-38.46922,13.41,13.5,13.5,0.534,0.052,4,48
72.57744,-38.46922,13.51,13.7,13.7,0.51,0.052,4,48
72.57744,-38.46922,13.71,13.8,13.8,0.526,0.052,4,48
72.57744,-38.46922,13.81,13.9,13.9,0.521,0.052,4,48
72.57744,-38.46922,13.91,14,14,0.561,0.052,4,48
72.57744,-38.46922,14.01,14.1,14.1,0.526,0.052,4,48
72.57744,-38.46922,14.11,14.2,14.2,0.518,0.052,4,48
72.57744,-38.46922,14.21,14.3,14.3,0.526,0.052,4,48
72.57744,-38.46922,14.31,14.4,14.4,0.588,0.052,4,48
72.57744,-38.46922,14.41,14.5,14.5,0.574,0.052,4,48
72.57744,-38.46922,14.51,14.6,14.6,0.521,0.052,4,48
72.57744,-38.46922,14.61,14.7,14.7,0.534,0.052,4,48
72.57744,-38.46922,14.71,14.8,14.8,0.551,0.052,4,48
72.57744,-38.46922,14.81,14.9,14.9,0.586,0.052,4,48
72.57744,-38.46922,14.91,15,15,0.608,0.052,4,48
72.57744,-38.46922,15.01,15.1,15.1,0.534,0.052,4,48
72.57744,-38.46922,15.11,15.3,15.3,0.542,0.052,4,48
